Campaign_ID,Budget,Clicks,CTR,CPC,Conversions,CPA,Conversion_Rate,Duration,Platform,Content_Type,Target_Age,Target_Gender,Region,Revenue,Spend,ROAS,Date,Impressions
C2258,6770,82,0.0086,82.56,75,90.27,0.9146,24,Facebook,Text,18-24,Male,Africa,11625,6431.5,1.81,2024-02-10,9534
C5241,3020,1293,0.2654,2.34,831,3.63,0.6427,13,YouTube,Text,45-54,Male,North America,124650,3050.2,40.87,2024-02-26,4871
C9165,6960,1255,0.1389,5.55,1125,6.19,0.8964,9,YouTube,Video,35-44,Female,North America,43875,6960.0,6.3,2024-10-24,9035
C8049,7810,365,0.0519,21.4,158,49.43,0.4329,10,Google,Text,25-34,Other,Asia,22120,8200.5,2.7,2024-04-09,7032
C4035,4180,239,0.0358,17.49,153,27.32,0.6402,7,YouTube,Text,25-34,Female,Africa,20655,4012.8,5.15,2024-03-29,6675
C9173,8160,1388,0.4085,5.88,139,58.71,0.1001,29,LinkedIn,Carousel,18-24,Male,South America,14317,7752.0,1.85,2024-04-22,3397
C7687,9080,415,0.1203,21.88,151,60.13,0.3639,30,Google,Image,45-54,Female,Europe,6946,8626.0,0.81,2024-06-11,3449
C3628,8170,1302,0.6045,6.27,1192,6.85,0.9155,22,YouTube,Carousel,55+,Female,South America,127544,7924.9,16.09,2024-06-09,2153
C9623,6050,378,0.038,16.01,18,336.11,0.0476,23,Facebook,Video,35-44,Female,Europe,2880,5868.5,0.49,2024-05-05,9947
C8240,9460,1828,0.4627,5.18,1041,9.09,0.5695,14,Facebook,Text,25-34,Male,Africa,125961,9460.0,13.32,2024-10-13,3950
C5836,3560,703,0.0807,5.06,567,6.28,0.8065,30,Google,Video,35-44,Male,Africa,96390,3382.0,28.5,2024-03-02,8711
C9381,6180,308,0.0934,20.06,277,22.31,0.8994,16,Facebook,Video,25-34,Female,Africa,30193,5994.6,5.04,2024-12-03,3297
C1049,7690,1775,0.3241,4.33,179,42.96,0.1008,23,LinkedIn,Image,45-54,Female,Africa,19690,7305.5,2.7,2024-12-07,5476
C7472,4350,912,0.1377,4.77,735,5.92,0.8059,11,LinkedIn,Video,25-34,Male,Europe,127155,4350.0,29.23,2024-05-28,6623
C8290,7590,716,0.093,10.6,475,15.98,0.6634,28,Google,Carousel,25-34,Female,Africa,66025,7514.1,8.79,2024-02-25,7698
C2226,2880,1161,0.3454,2.48,873,3.3,0.7519,9,Instagram,Image,45-54,Female,North America,96903,2822.4,34.33,2025-01-05,3361
C3689,4360,922,0.0969,4.73,575,7.58,0.6236,19,Google,Text,25-34,Other,Africa,108100,4185.6,25.83,2024-06-27,9514
C2771,5640,1753,0.1945,3.22,122,46.23,0.0696,16,YouTube,Carousel,25-34,Male,North America,8052,5922.0,1.36,2024-02-14,9012
C7194,2370,1021,0.1268,2.32,80,29.62,0.0784,21,Facebook,Video,35-44,Other,South America,14800,2346.3,6.31,2024-11-04,8052
C1200,3100,1362,0.9834,2.28,390,7.95,0.2863,29,Google,Text,45-54,Female,South America,61230,3038.0,20.15,2024-04-13,1384
C6836,9990,1825,0.192,5.47,22,454.09,0.0121,13,YouTube,Text,18-24,Other,Asia,1210,9590.4,0.13,2024-05-11,9505
C6926,3170,1646,0.309,1.93,1482,2.14,0.9004,10,Google,Video,25-34,Female,Asia,195624,3138.3,62.33,2024-08-10,5326
C9240,5780,153,0.1171,37.78,26,222.31,0.1699,28,Instagram,Image,45-54,Other,Asia,4784,5722.2,0.84,2024-10-29,1306
C7751,9850,908,0.2651,10.85,128,76.95,0.141,12,YouTube,Text,25-34,Female,North America,22400,9653.0,2.32,2025-01-04,3425
C3358,4400,1469,1.3665,3.0,472,9.32,0.3213,9,YouTube,Video,25-34,Male,South America,71744,4444.0,16.14,2024-12-23,1075
C7878,9090,1165,0.1638,7.8,1064,8.54,0.9133,9,Instagram,Image,18-24,Female,Africa,43624,9453.6,4.61,2024-03-12,7112
C5220,5330,645,0.108,8.26,380,14.03,0.5891,10,LinkedIn,Video,25-34,Male,North America,38380,5223.4,7.35,2024-04-05,5972
C2657,9230,1547,0.2176,5.97,1081,8.54,0.6988,18,Instagram,Image,18-24,Other,Europe,63779,9691.5,6.58,2024-12-02,7109
C6375,4210,395,0.1511,10.66,276,15.25,0.6987,22,Google,Text,35-44,Other,Europe,40848,4294.2,9.51,2024-08-27,2614
C9433,9540,777,0.1507,12.28,121,78.84,0.1557,13,Instagram,Carousel,55+,Male,Europe,10164,9253.8,1.1,2024-03-01,5155
C3313,5060,472,0.0474,10.72,416,12.16,0.8814,21,Instagram,Image,35-44,Female,South America,78624,5211.8,15.09,2024-04-07,9957
C7903,6820,1503,0.6737,4.54,659,10.35,0.4385,13,Facebook,Carousel,18-24,Other,South America,44153,6615.4,6.67,2024-10-30,2230
C3456,5850,877,0.0942,6.67,529,11.06,0.6032,17,Google,Video,55+,Other,North America,58719,6142.5,9.56,2024-12-22,9309
C5439,9130,1659,0.1726,5.5,1550,5.89,0.9343,21,Instagram,Text,55+,Other,South America,300700,9221.3,32.61,2024-03-29,9611
C8842,2060,1000,0.11,2.06,602,3.42,0.602,12,Facebook,Video,18-24,Female,Europe,70434,1998.2,35.25,2024-03-02,9090
C3479,3520,1001,0.3055,3.52,952,3.7,0.951,8,LinkedIn,Image,18-24,Male,South America,104720,3414.4,30.67,2024-07-06,3276
C8774,5710,1009,0.1505,5.66,1002,5.7,0.9931,20,Facebook,Image,55+,Other,Asia,185370,5652.9,32.79,2024-12-27,6704
C6699,6510,1944,1.7851,3.35,328,19.85,0.1687,21,Instagram,Video,25-34,Male,Africa,46576,6835.5,6.81,2024-07-29,1089
C4621,7880,527,0.4524,14.95,369,21.36,0.7002,8,Facebook,Text,18-24,Other,North America,60885,7722.4,7.88,2024-02-28,1164
C1848,6490,322,0.0731,20.16,133,48.8,0.413,10,YouTube,Video,45-54,Other,Europe,8911,6165.5,1.45,2024-02-23,4404
C6429,5850,333,0.0578,17.57,71,82.39,0.2132,28,Instagram,Video,35-44,Other,North America,12496,5674.5,2.2,2024-06-26,5761
C6111,7580,1552,0.1737,4.88,594,12.76,0.3827,17,LinkedIn,Text,55+,Male,Asia,65340,7807.4,8.37,2024-02-15,8934
C6456,2670,710,0.4587,3.76,591,4.52,0.8324,16,LinkedIn,Video,18-24,Female,South America,63828,2670.0,23.91,2024-05-25,1547
C6035,6650,1189,0.1306,5.59,373,17.83,0.3137,13,Instagram,Image,55+,Male,Europe,34316,6783.0,5.06,2024-06-06,9104
C3362,5710,1391,0.2069,4.1,1263,4.52,0.908,30,Facebook,Image,45-54,Female,South America,42942,5995.5,7.16,2024-07-03,6723
C3387,6430,1357,0.1367,4.74,647,9.94,0.4768,19,Facebook,Text,55+,Male,South America,108049,6108.5,17.69,2024-11-08,9926
C8533,4750,126,0.0173,37.7,15,316.67,0.119,24,YouTube,Image,45-54,Female,Europe,1680,4560.0,0.37,2024-02-15,7283
C2939,3520,1231,0.9038,2.86,947,3.72,0.7693,7,Instagram,Carousel,35-44,Male,North America,154361,3484.8,44.3,2024-09-13,1362
C1156,9360,229,0.1842,40.87,108,86.67,0.4716,13,LinkedIn,Text,25-34,Other,Africa,8100,8985.6,0.9,2024-09-09,1243
C2767,8230,225,0.0698,36.58,220,37.41,0.9778,15,YouTube,Text,18-24,Male,Asia,24200,7983.1,3.03,2024-08-18,3223
C5928,7530,981,0.4171,7.68,217,34.7,0.2212,8,YouTube,Carousel,55+,Other,Europe,26474,7605.3,3.48,2024-07-23,2351
C2763,5210,542,0.19,9.61,267,19.51,0.4926,14,Instagram,Carousel,18-24,Male,South America,51264,5157.9,9.94,2024-05-16,2852
C3209,9360,248,0.068,37.74,202,46.34,0.8145,13,LinkedIn,Carousel,18-24,Female,North America,31310,9828.0,3.19,2024-06-26,3647
C1656,5380,1184,0.2057,4.54,363,14.82,0.3066,22,LinkedIn,Video,55+,Male,Europe,59169,5272.4,11.22,2024-11-18,5755
C3794,7540,141,0.0174,53.48,95,79.37,0.6738,28,YouTube,Image,55+,Male,South America,9405,7163.0,1.31,2024-05-13,8103
C4156,9400,1647,0.357,5.71,1015,9.26,0.6163,9,Instagram,Text,18-24,Other,Asia,192850,9024.0,21.37,2024-04-08,4613
C3846,5000,1784,1.6783,2.8,1185,4.22,0.6642,11,Facebook,Carousel,18-24,Female,Africa,104280,5100.0,20.45,2024-03-02,1062
C7114,5650,1156,0.223,4.89,885,6.38,0.7656,13,Facebook,Video,55+,Male,Europe,152220,5876.0,25.91,2024-12-15,5183
C6882,2430,1922,0.3174,1.26,194,12.53,0.1009,18,YouTube,Image,18-24,Female,South America,29682,2430.0,12.21,2024-07-17,6055
C9366,3320,99,0.0183,33.54,44,75.45,0.4444,29,Instagram,Carousel,25-34,Other,Africa,2596,3452.8,0.75,2024-02-18,5409
C4637,3410,657,0.171,5.19,82,41.59,0.1248,28,Instagram,Carousel,18-24,Male,Europe,4182,3546.4,1.18,2025-01-18,3842
C6727,8800,1727,0.2575,5.1,734,11.99,0.425,10,Instagram,Text,18-24,Female,Europe,67528,8448.0,7.99,2024-07-30,6706
C9915,4500,995,0.1024,4.52,417,10.79,0.4191,15,LinkedIn,Text,25-34,Female,Europe,79647,4275.0,18.63,2024-10-27,9716
C7861,5000,1971,0.4888,2.54,1512,3.31,0.7671,15,Facebook,Carousel,55+,Male,Europe,198072,4800.0,41.27,2025-01-26,4032
C9652,4250,1982,0.3358,2.14,98,43.37,0.0494,28,Google,Video,45-54,Other,Asia,18816,4335.0,4.34,2024-04-29,5902
C4568,8740,1679,0.1941,5.21,460,19.0,0.274,18,Facebook,Video,45-54,Female,Africa,87400,9177.0,9.52,2024-09-23,8650
C7036,3970,1653,0.32,2.4,418,9.5,0.2529,25,Google,Image,45-54,Male,North America,22154,3930.3,5.64,2024-11-09,5165
C2847,4590,1470,0.2036,3.12,961,4.78,0.6537,14,Instagram,Video,25-34,Other,Africa,77841,4681.8,16.63,2025-01-05,7220
C3633,3170,276,0.035,11.49,174,18.22,0.6304,11,Instagram,Carousel,55+,Male,Europe,6438,3106.6,2.07,2024-06-19,7885
C6532,8490,1462,0.2141,5.81,77,110.26,0.0527,9,Instagram,Carousel,55+,Other,Africa,2387,8150.4,0.29,2024-10-10,6828
C7171,6750,123,0.0698,54.88,20,337.5,0.1626,16,LinkedIn,Carousel,18-24,Other,Asia,3720,6615.0,0.56,2024-10-23,1762
C8680,8630,1032,0.1566,8.36,875,9.86,0.8479,30,Google,Image,18-24,Male,Europe,152250,8198.5,18.57,2024-11-26,6590
C4282,3000,190,0.0288,15.79,167,17.96,0.8789,13,Instagram,Image,18-24,Female,South America,14696,3120.0,4.71,2024-09-26,6597
C1443,3010,1109,0.7272,2.71,1013,2.97,0.9134,25,Google,Carousel,25-34,Female,Africa,86105,2889.6,29.8,2024-02-17,1525
C6593,6850,236,0.0275,29.03,48,142.71,0.2034,11,Google,Text,25-34,Female,North America,7488,6918.5,1.08,2024-12-08,8581
C7547,2620,812,0.0891,3.23,430,6.09,0.5296,29,Instagram,Text,55+,Other,Africa,26230,2489.0,10.54,2024-10-16,9113
C6634,4280,623,0.0876,6.87,331,12.93,0.5313,11,YouTube,Text,18-24,Female,Europe,42699,4365.6,9.78,2024-04-02,7111
C4626,5960,109,0.0142,54.68,20,298.0,0.1835,28,LinkedIn,Image,18-24,Other,South America,1260,6019.6,0.21,2024-04-19,7676
C7132,6540,312,0.0501,20.96,276,23.7,0.8846,20,LinkedIn,Video,45-54,Female,South America,26772,6670.8,4.01,2024-04-11,6227
C5390,9800,1029,0.4919,9.52,615,15.93,0.5977,14,Google,Text,25-34,Female,Asia,92865,9408.0,9.87,2024-04-23,2091
C6840,6510,1156,0.1698,5.63,1089,5.98,0.942,28,Google,Carousel,18-24,Other,North America,217800,6835.5,31.86,2024-03-08,6808
C1614,2990,1273,0.2963,2.35,160,18.69,0.1257,9,YouTube,Text,35-44,Other,Asia,26240,2840.5,9.24,2024-02-20,4296
C6054,3060,1192,0.9675,2.57,511,5.99,0.4287,18,Google,Text,45-54,Male,Asia,89425,3090.6,28.93,2024-08-13,1232
C8542,4820,1035,0.274,4.66,498,9.68,0.4812,22,Facebook,Image,25-34,Male,Asia,84660,4723.6,17.92,2024-07-02,3777
C2802,4470,1616,0.7841,2.77,189,23.65,0.117,15,Google,Text,45-54,Female,Africa,11529,4514.7,2.55,2024-05-07,2060
C3686,3420,355,0.0502,9.63,32,106.88,0.0901,11,Instagram,Video,25-34,Male,South America,1440,3454.2,0.42,2025-01-29,7071
C9031,5250,1387,0.1713,3.79,306,17.16,0.2206,24,YouTube,Image,45-54,Other,Africa,11934,5302.5,2.25,2024-03-29,8096
C9127,9270,790,0.1247,11.73,652,14.22,0.8253,20,Facebook,Video,35-44,Other,Europe,74980,8991.9,8.34,2024-09-12,6335
C3769,6210,512,0.0991,12.13,199,31.21,0.3887,22,LinkedIn,Text,45-54,Male,South America,38208,6334.2,6.03,2024-08-25,5166
C3775,8720,715,0.1595,12.2,423,20.61,0.5916,19,Facebook,Image,25-34,Other,Africa,57951,8807.2,6.58,2024-05-07,4482
C8123,6420,1875,0.2032,3.42,1238,5.19,0.6603,19,LinkedIn,Carousel,18-24,Female,North America,246362,6484.2,37.99,2024-06-30,9227
C6281,2300,875,0.2291,2.63,251,9.16,0.2869,24,Instagram,Text,55+,Male,Asia,15562,2323.0,6.7,2024-12-29,3819
C4443,3150,1393,0.3078,2.26,570,5.53,0.4092,11,LinkedIn,Image,35-44,Male,Asia,19950,3276.0,6.09,2024-04-28,4525
C8018,5930,64,0.0064,92.66,37,160.27,0.5781,10,Instagram,Image,45-54,Male,Africa,4884,5692.8,0.86,2024-12-19,10000
C9486,4770,1219,0.2655,3.91,590,8.08,0.484,19,LinkedIn,Image,25-34,Female,Asia,90860,4817.7,18.86,2024-04-22,4591
C9053,4670,249,0.1424,18.76,118,39.58,0.4739,17,LinkedIn,Text,35-44,Other,Europe,22656,4529.9,5.0,2024-11-13,1748
C2451,3430,50,0.0209,68.6,16,214.38,0.32,15,Facebook,Carousel,45-54,Other,Europe,656,3498.6,0.19,2024-02-15,2392
C4562,6820,1638,0.4583,4.16,1330,5.13,0.812,7,Google,Carousel,18-24,Other,Africa,93100,7092.8,13.13,2024-05-11,3574
C2122,9850,1252,0.1961,7.87,400,24.62,0.3195,27,Facebook,Image,45-54,Female,North America,38400,9751.5,3.94,2024-07-22,6384
C2836,8530,1994,0.241,4.28,1043,8.18,0.5231,22,Instagram,Carousel,45-54,Male,South America,38591,8103.5,4.76,2024-11-13,8273
C9075,5560,919,0.7936,6.05,34,163.53,0.037,21,LinkedIn,Text,35-44,Male,South America,5576,5337.6,1.04,2024-06-08,1158
C2555,5330,718,0.1254,7.42,497,10.72,0.6922,18,Google,Text,25-34,Male,South America,43239,5543.2,7.8,2025-01-05,5725
C5539,5060,971,0.2113,5.21,403,12.56,0.415,25,Instagram,Image,35-44,Other,Africa,51987,5110.6,10.17,2025-01-30,4595
C6575,4880,432,0.0523,11.3,428,11.4,0.9907,18,LinkedIn,Carousel,25-34,Other,South America,14552,4782.4,3.04,2024-05-14,8260
C4525,3150,1236,0.2179,2.55,333,9.46,0.2694,20,YouTube,Carousel,45-54,Male,South America,42624,3276.0,13.01,2024-02-22,5672
C9155,2980,1595,0.4894,1.87,778,3.83,0.4878,15,Instagram,Image,18-24,Male,Asia,49014,3009.8,16.28,2024-02-16,3259
C5279,3800,1578,0.19,2.41,1208,3.15,0.7655,22,LinkedIn,Video,35-44,Male,Africa,192072,3648.0,52.65,2024-05-22,8305
C7947,4850,1755,0.1994,2.76,65,74.62,0.037,22,Instagram,Video,55+,Male,North America,7215,4898.5,1.47,2024-04-21,8801
C7706,4500,195,0.0276,23.08,109,41.28,0.559,21,Google,Text,35-44,Female,Asia,21473,4275.0,5.02,2024-10-16,7065
C4321,8660,976,0.1211,8.87,332,26.08,0.3402,23,Facebook,Image,25-34,Other,Europe,27556,8400.2,3.28,2024-04-16,8059
C7396,3180,1526,0.2265,2.08,1011,3.15,0.6625,16,YouTube,Video,55+,Female,Europe,89979,3084.6,29.17,2024-09-20,6737
C2842,4540,984,0.1494,4.61,936,4.85,0.9512,22,YouTube,Carousel,45-54,Other,Asia,46800,4494.6,10.41,2024-08-09,6586
C9396,4820,204,0.0343,23.63,176,27.39,0.8627,16,Google,Image,25-34,Female,North America,7744,4820.0,1.61,2024-10-29,5947
C5946,8420,1985,0.833,4.24,1086,7.75,0.5471,15,LinkedIn,Image,18-24,Female,North America,99912,8841.0,11.3,2024-07-04,2382
C6327,4040,1943,0.6782,2.08,981,4.12,0.5049,7,YouTube,Image,18-24,Female,South America,155979,4080.4,38.23,2024-09-28,2864
C8089,6490,468,0.0745,13.87,415,15.64,0.8868,7,Instagram,Text,35-44,Male,North America,73455,6425.1,11.43,2024-11-11,6281
C9690,7160,938,0.1042,7.63,530,13.51,0.565,21,Facebook,Carousel,55+,Female,Asia,56710,7231.6,7.84,2025-01-01,9001
C2312,5200,1650,0.1831,3.15,1073,4.85,0.6503,10,Instagram,Image,18-24,Other,Africa,109446,5096.0,21.48,2024-12-08,9011
C5263,4540,188,0.0491,24.15,161,28.2,0.8564,14,Facebook,Text,35-44,Female,Asia,20447,4403.8,4.64,2024-07-03,3828
C9749,6900,410,0.0827,16.83,107,64.49,0.261,19,YouTube,Carousel,25-34,Male,South America,19260,7038.0,2.74,2024-09-21,4957
C9990,4590,521,0.3127,8.81,397,11.56,0.762,30,Facebook,Image,25-34,Female,South America,69872,4360.5,16.02,2024-06-12,1666
C7488,8620,1266,0.1609,6.81,943,9.14,0.7449,20,Google,Image,18-24,Other,North America,128248,8706.2,14.73,2024-11-24,7868
C5896,7530,110,0.0386,68.45,108,69.72,0.9818,15,Instagram,Image,18-24,Other,Asia,15336,7605.3,2.02,2024-05-14,2849
C1179,5180,642,0.0722,8.07,570,9.09,0.8879,9,Google,Text,18-24,Female,Asia,84360,5231.8,16.12,2024-11-19,8891
C5246,6200,1712,0.1859,3.62,1367,4.54,0.7985,24,Facebook,Text,25-34,Female,Asia,170875,5952.0,28.71,2025-01-22,9209
C8003,7140,1225,0.2091,5.83,168,42.5,0.1371,24,LinkedIn,Image,18-24,Female,North America,15792,6997.2,2.26,2024-06-19,5858
C2739,5200,84,0.018,61.9,30,173.33,0.3571,14,Instagram,Text,45-54,Female,Africa,5220,5252.0,0.99,2024-02-24,4666
C7985,9480,77,0.0238,123.12,67,141.49,0.8701,28,LinkedIn,Image,25-34,Male,North America,10988,9669.6,1.14,2024-03-07,3235
C5803,4790,1117,0.3214,4.29,673,7.12,0.6025,20,YouTube,Video,25-34,Other,Asia,29612,4694.2,6.31,2024-08-21,3475
C4848,7960,997,0.171,7.98,168,47.38,0.1685,27,LinkedIn,Image,18-24,Female,Europe,30912,7562.0,4.09,2024-12-03,5830
C7073,6030,1409,0.1547,4.28,921,6.55,0.6537,20,LinkedIn,Carousel,55+,Other,Europe,184200,6030.0,30.55,2024-11-06,9107
C3177,9090,1769,0.2635,5.14,1606,5.66,0.9079,21,LinkedIn,Image,55+,Other,Africa,276232,8817.3,31.33,2024-05-10,6713
C8683,6980,104,0.0185,67.12,45,155.11,0.4327,29,YouTube,Image,45-54,Male,Africa,2295,7329.0,0.31,2024-10-31,5621
C6119,4960,1807,0.556,2.74,47,105.53,0.026,21,LinkedIn,Image,35-44,Female,South America,8319,4860.8,1.71,2024-10-12,3249
C4126,2130,518,0.0521,4.11,32,66.56,0.0618,23,Google,Image,45-54,Other,South America,5920,2023.5,2.93,2024-11-04,9942
C7290,6070,1051,0.1978,5.78,447,13.58,0.4253,8,Google,Carousel,35-44,Male,North America,16539,6070.0,2.72,2024-09-02,5313
C4977,5300,909,0.1209,5.83,422,12.56,0.4642,29,YouTube,Image,25-34,Female,Europe,16458,5565.0,2.96,2024-04-09,7518
C7571,7530,760,0.2116,9.91,383,19.66,0.5039,27,YouTube,Image,25-34,Male,Europe,45194,7755.9,5.83,2024-03-06,3591
C9725,5860,728,0.0827,8.05,112,52.32,0.1538,9,Google,Text,35-44,Female,Asia,20272,5625.6,3.6,2024-09-02,8802
C1839,8380,677,0.0784,12.38,370,22.65,0.5465,17,LinkedIn,Image,25-34,Male,North America,44400,8296.2,5.35,2024-03-27,8635
C5814,9390,1201,0.2143,7.82,1086,8.65,0.9042,26,Google,Image,35-44,Female,North America,42354,9108.3,4.65,2024-10-27,5604
C5221,5640,1713,0.3231,3.29,272,20.74,0.1588,12,LinkedIn,Text,25-34,Other,South America,42976,5809.2,7.4,2024-12-13,5301
C1773,8620,602,0.2565,14.32,200,43.1,0.3322,15,LinkedIn,Video,45-54,Male,Africa,20000,8878.6,2.25,2024-12-14,2346
C2910,6480,1643,0.7404,3.94,615,10.54,0.3743,20,Facebook,Text,18-24,Male,North America,87330,6544.8,13.34,2024-06-24,2219
C4597,4620,1537,0.1852,3.01,83,55.66,0.054,26,Google,Carousel,45-54,Other,Europe,13363,4666.2,2.86,2024-08-21,8299
C5599,7500,208,0.0333,36.06,194,38.66,0.9327,9,Facebook,Image,45-54,Male,Europe,20564,7575.0,2.71,2024-12-16,6246
C7037,4650,840,0.4805,5.54,80,58.12,0.0952,19,Google,Text,45-54,Male,North America,9120,4650.0,1.96,2024-04-13,1748
C9467,5840,399,0.0533,14.64,185,31.57,0.4637,19,LinkedIn,Image,45-54,Female,Africa,22385,5723.2,3.91,2024-08-20,7485
C9701,7020,1976,0.1999,3.55,842,8.34,0.4261,23,Instagram,Text,45-54,Other,North America,159980,7090.2,22.56,2025-01-02,9884
C3666,8680,1258,0.1416,6.9,393,22.09,0.3124,24,Facebook,Image,35-44,Female,Europe,74277,9114.0,8.15,2024-07-21,8884
C9462,4930,967,0.349,5.1,650,7.58,0.6722,20,YouTube,Carousel,18-24,Other,North America,61100,5176.5,11.8,2024-10-31,2770
C5704,3940,1721,0.2653,2.29,1690,2.33,0.982,19,Facebook,Carousel,25-34,Other,South America,253500,4097.6,61.87,2024-03-05,6486
C1792,7830,738,0.0931,10.61,31,252.58,0.042,25,LinkedIn,Image,35-44,Female,Africa,4960,8221.5,0.6,2024-08-31,7926
C2315,3010,443,0.0619,6.79,420,7.17,0.9481,11,Google,Carousel,55+,Female,Africa,52920,2949.8,17.94,2024-09-07,7156
C6735,8250,201,0.0219,41.04,54,152.78,0.2687,10,Facebook,Carousel,25-34,Male,Africa,2916,7837.5,0.37,2024-07-03,9178
C8747,3030,1019,0.1163,2.97,999,3.03,0.9804,18,YouTube,Carousel,18-24,Other,Europe,128871,3060.3,42.11,2024-08-20,8761
C3665,9880,1653,0.2979,5.98,739,13.37,0.4471,18,Google,Carousel,18-24,Other,Africa,147061,10374.0,14.18,2024-11-02,5548
C6915,8770,925,0.1095,9.48,719,12.2,0.7773,24,YouTube,Text,18-24,Female,Africa,27322,8945.4,3.05,2024-10-26,8447
C7347,7180,1786,0.4162,4.02,818,8.78,0.458,25,Google,Carousel,25-34,Female,Africa,39264,7539.0,5.21,2024-09-25,4291
C9107,8600,490,0.0768,17.55,291,29.55,0.5939,12,LinkedIn,Carousel,18-24,Other,Africa,34338,8514.0,4.03,2024-08-30,6380
C3996,8490,931,0.1557,9.12,129,65.81,0.1386,24,Google,Video,25-34,Female,Asia,15351,8829.6,1.74,2024-04-08,5979
C8642,8870,1089,0.4692,8.15,506,17.53,0.4646,25,Instagram,Image,55+,Female,Asia,36432,9136.1,3.99,2024-04-24,2320
C5426,5660,1199,0.1398,4.72,158,35.82,0.1318,15,YouTube,Text,25-34,Female,South America,15010,5829.8,2.57,2024-05-21,8576
C1729,9960,259,0.0265,38.46,15,664.0,0.0579,8,Instagram,Video,45-54,Female,North America,2370,9960.0,0.24,2024-11-30,9773
C8156,5980,925,0.1718,6.46,920,6.5,0.9946,19,Google,Video,35-44,Other,North America,99360,6099.6,16.29,2024-04-22,5384
C8618,6930,682,0.1677,10.16,552,12.55,0.8094,14,YouTube,Carousel,25-34,Other,Europe,109296,6583.5,16.6,2024-12-03,4066
C4514,2100,841,0.1703,2.5,286,7.34,0.3401,19,LinkedIn,Text,25-34,Other,North America,25454,2163.0,11.77,2024-02-23,4938
C3583,8390,472,0.1753,17.78,471,17.81,0.9979,20,Instagram,Carousel,18-24,Male,Asia,67353,8725.6,7.72,2024-08-19,2692
C9909,6260,1944,0.9624,3.22,449,13.94,0.231,10,Google,Video,18-24,Other,Africa,75432,6322.6,11.93,2024-02-21,2019
C9506,5990,1886,0.5007,3.18,38,157.63,0.0201,27,Instagram,Image,55+,Other,South America,3192,5750.4,0.56,2025-02-09,3766
C1568,3440,1268,0.3572,2.71,863,3.99,0.6806,7,Facebook,Image,18-24,Other,Asia,25890,3336.8,7.76,2024-08-07,3549
C2988,6760,1713,0.3567,3.95,1374,4.92,0.8021,22,YouTube,Image,45-54,Other,Asia,107172,6827.6,15.7,2024-12-17,4802
C1179,8220,1831,0.3991,4.49,1002,8.2,0.5472,25,LinkedIn,Carousel,45-54,Male,Asia,121242,7891.2,15.36,2025-01-06,4587
C1926,9080,996,0.165,9.12,222,40.9,0.2229,20,Facebook,Carousel,25-34,Female,South America,13320,8716.8,1.53,2024-10-24,6036
C5567,6110,578,0.1296,10.57,358,17.07,0.6194,15,LinkedIn,Video,25-34,Other,South America,66230,5804.5,11.41,2024-09-03,4459
C2273,5760,145,0.074,39.72,46,125.22,0.3172,17,LinkedIn,Video,55+,Male,Europe,3680,5990.4,0.61,2024-06-18,1959
C3826,7590,1706,1.2665,4.45,272,27.9,0.1594,15,Instagram,Carousel,25-34,Other,Africa,53584,7741.8,6.92,2024-04-22,1347
C2366,7580,297,0.0472,25.52,259,29.27,0.8721,8,Facebook,Image,55+,Male,Europe,48433,7504.2,6.45,2024-04-18,6292
C1164,2150,1066,0.2405,2.02,541,3.97,0.5075,15,Instagram,Video,25-34,Male,South America,27591,2085.5,13.23,2024-09-29,4432
C4920,2120,1613,0.3722,1.31,941,2.25,0.5834,7,Google,Image,35-44,Male,South America,52696,2056.4,25.63,2025-02-07,4333
C2431,6260,1272,0.1528,4.92,375,16.69,0.2948,15,LinkedIn,Image,35-44,Female,South America,63750,6322.6,10.08,2024-08-11,8324
C6662,6360,1922,0.2338,3.31,350,18.17,0.1821,16,YouTube,Image,35-44,Male,Africa,19950,6232.8,3.2,2024-05-25,8220
C2429,8330,964,0.1971,8.64,950,8.77,0.9855,15,Facebook,Text,55+,Male,Asia,125400,8330.0,15.05,2024-07-18,4890
C8551,5120,1179,0.2177,4.34,616,8.31,0.5225,9,Google,Video,55+,Female,Africa,78848,5171.2,15.25,2024-05-26,5415
C8414,6200,981,0.8299,6.32,148,41.89,0.1509,20,YouTube,Text,45-54,Other,North America,16872,5890.0,2.86,2024-05-26,1182
C7440,7380,1015,0.188,7.27,704,10.48,0.6936,17,Facebook,Video,35-44,Female,North America,39424,7675.2,5.14,2024-06-21,5398
C8716,6250,371,0.0515,16.85,200,31.25,0.5391,20,LinkedIn,Text,18-24,Female,Africa,20800,6312.5,3.3,2025-01-16,7203
C5275,9220,787,0.0833,11.72,104,88.65,0.1321,15,Google,Text,18-24,Female,North America,4264,8851.2,0.48,2024-10-25,9447
C3412,9460,187,0.039,50.59,70,135.14,0.3743,18,LinkedIn,Carousel,18-24,Female,North America,7420,9838.4,0.75,2024-06-19,4794
C5670,6300,511,0.0779,12.33,410,15.37,0.8023,10,YouTube,Text,45-54,Male,Asia,19680,6174.0,3.19,2024-05-18,6559
C7395,7680,1531,0.2582,5.02,566,13.57,0.3697,20,YouTube,Text,35-44,Male,Africa,49242,7526.4,6.54,2024-12-28,5929
C2731,3640,432,0.0678,8.43,119,30.59,0.2755,24,Instagram,Carousel,55+,Female,Asia,13566,3494.4,3.88,2024-04-02,6371
