Campaign_ID,Age_ID,Content_ID,Gender_ID,Platform_ID,Region_ID,Date_ID,Budget,Clicks,CTR,CPC,Conversions,CPA,Conversion_Rate,Duration,Revenue,Spend,ROAS,Impressions
C9725,3,3,1,2,2,191,5860,728,0.0827,8.05,112,52.32,0.1538,9,20272,5625.6,3.6,8802
C1839,2,2,2,4,4,45,8380,677,0.0784,12.38,370,22.65,0.5465,17,44400,8296.2,5.35,8635
C5814,3,2,1,2,4,239,9390,1201,0.2143,7.82,1086,8.65,0.9042,26,42354,9108.3,4.65,5604
C5221,2,3,3,4,5,282,5640,1713,0.3231,3.29,272,20.74,0.1588,12,42976,5809.2,7.4,5301
C1773,4,4,2,4,1,283,8620,602,0.2565,14.32,200,43.1,0.3322,15,20000,8878.6,2.25,2346
C2910,1,3,2,1,4,131,6480,1643,0.7404,3.94,615,10.54,0.3743,20,87330,6544.8,13.34,2219
C4597,4,1,3,2,3,181,4620,1537,0.1852,3.01,83,55.66,0.054,26,13363,4666.2,2.86,8299
C5599,4,2,2,1,3,285,7500,208,0.0333,36.06,194,38.66,0.9327,9,20564,7575.0,2.71,6246
C7037,4,3,2,2,4,61,4650,840,0.4805,5.54,80,58.12,0.0952,19,9120,4650.0,1.96,1748
C9467,4,2,1,4,1,180,5840,399,0.0533,14.64,185,31.57,0.4637,19,22385,5723.2,3.91,7485
C9701,4,3,3,3,4,300,7020,1976,0.1999,3.55,842,8.34,0.4261,23,159980,7090.2,22.56,9884
C3666,3,2,1,1,3,155,8680,1258,0.1416,6.9,393,22.09,0.3124,24,74277,9114.0,8.15,8884
C9462,1,1,3,5,4,243,4930,967,0.349,5.1,650,7.58,0.6722,20,61100,5176.5,11.8,2770
C5704,2,1,3,1,5,24,3940,1721,0.2653,2.29,1690,2.33,0.982,19,253500,4097.6,61.87,6486
C1792,3,2,1,4,1,189,7830,738,0.0931,10.61,31,252.58,0.042,25,4960,8221.5,0.6,7926
C2315,5,1,1,2,1,194,3010,443,0.0619,6.79,420,7.17,0.9481,11,52920,2949.8,17.94,7156
C6735,2,1,2,1,1,139,8250,201,0.0219,41.04,54,152.78,0.2687,10,2916,7837.5,0.37,9178
C8747,1,1,3,5,3,180,3030,1019,0.1163,2.97,999,3.03,0.9804,18,128871,3060.3,42.11,8761
C3665,1,1,3,2,1,245,9880,1653,0.2979,5.98,739,13.37,0.4471,18,147061,10374.0,14.18,5548
C6915,1,3,1,5,1,238,8770,925,0.1095,9.48,719,12.2,0.7773,24,27322,8945.4,3.05,8447
C7347,2,1,1,2,1,209,7180,1786,0.4162,4.02,818,8.78,0.458,25,39264,7539.0,5.21,4291
C9107,1,1,3,4,1,188,8600,490,0.0768,17.55,291,29.55,0.5939,12,34338,8514.0,4.03,6380
C3996,2,4,1,2,2,57,8490,931,0.1557,9.12,129,65.81,0.1386,24,15351,8829.6,1.74,5979
C8642,5,2,1,3,2,72,8870,1089,0.4692,8.15,506,17.53,0.4646,25,36432,9136.1,3.99,2320
C5426,2,3,1,5,5,97,5660,1199,0.1398,4.72,158,35.82,0.1318,15,15010,5829.8,2.57,8576
C1729,4,4,1,3,4,270,9960,259,0.0265,38.46,15,664.0,0.0579,8,2370,9960.0,0.24,9773
C8156,3,4,3,2,4,70,5980,925,0.1718,6.46,920,6.5,0.9946,19,99360,6099.6,16.29,5384
C8618,2,1,3,5,3,273,6930,682,0.1677,10.16,552,12.55,0.8094,14,109296,6583.5,16.6,4066
C4514,2,3,3,4,4,13,2100,841,0.1703,2.5,286,7.34,0.3401,19,25454,2163.0,11.77,4938
C3583,1,1,2,3,2,179,8390,472,0.1753,17.78,471,17.81,0.9979,20,67353,8725.6,7.72,2692
C9909,1,4,3,2,1,11,6260,1944,0.9624,3.22,449,13.94,0.231,10,75432,6322.6,11.93,2019
C9506,5,2,3,3,5,334,5990,1886,0.5007,3.18,38,157.63,0.0201,27,3192,5750.4,0.56,3766
C1568,1,2,3,1,2,168,3440,1268,0.3572,2.71,863,3.99,0.6806,7,25890,3336.8,7.76,3549
C2988,4,2,3,5,2,286,6760,1713,0.3567,3.95,1374,4.92,0.8021,22,107172,6827.6,15.7,4802
C1179,4,1,2,4,2,304,8220,1831,0.3991,4.49,1002,8.2,0.5472,25,121242,7891.2,15.36,4587
C1926,2,1,1,1,5,236,9080,996,0.165,9.12,222,40.9,0.2229,20,13320,8716.8,1.53,6036
C5567,2,4,3,4,5,192,6110,578,0.1296,10.57,358,17.07,0.6194,15,66230,5804.5,11.41,4459
C2273,5,4,2,4,3,125,5760,145,0.074,39.72,46,125.22,0.3172,17,3680,5990.4,0.61,1959
C3826,2,1,3,3,1,70,7590,1706,1.2665,4.45,272,27.9,0.1594,15,53584,7741.8,6.92,1347
C2366,5,2,2,1,3,66,7580,297,0.0472,25.52,259,29.27,0.8721,8,48433,7504.2,6.45,6292
C1164,2,4,2,3,5,213,2150,1066,0.2405,2.02,541,3.97,0.5075,15,27591,2085.5,13.23,4432
C4920,3,2,2,2,5,333,2120,1613,0.3722,1.31,941,2.25,0.5834,7,52696,2056.4,25.63,4333
C2431,3,2,1,4,5,172,6260,1272,0.1528,4.92,375,16.69,0.2948,15,63750,6322.6,10.08,8324
C6662,3,2,2,5,1,101,6360,1922,0.2338,3.31,350,18.17,0.1821,16,19950,6232.8,3.2,8220
C2429,5,3,2,1,2,152,8330,964,0.1971,8.64,950,8.77,0.9855,15,125400,8330.0,15.05,4890
C8551,5,4,1,2,1,102,5120,1179,0.2177,4.34,616,8.31,0.5225,9,78848,5171.2,15.25,5415
C8414,4,3,3,5,4,102,6200,981,0.8299,6.32,148,41.89,0.1509,20,16872,5890.0,2.86,1182
C7440,3,4,1,1,4,128,7380,1015,0.188,7.27,704,10.48,0.6936,17,39424,7675.2,5.14,5398
C8716,1,3,1,4,1,312,6250,371,0.0515,16.85,200,31.25,0.5391,20,20800,6312.5,3.3,7203
C5275,1,3,1,2,4,237,9220,787,0.0833,11.72,104,88.65,0.1321,15,4264,8851.2,0.48,9447
C3412,1,1,1,4,4,126,9460,187,0.039,50.59,70,135.14,0.3743,18,7420,9838.4,0.75,4794
C5670,4,3,2,5,2,94,6300,511,0.0779,12.33,410,15.37,0.8023,10,19680,6174.0,3.19,6559
C7395,3,3,2,5,1,295,7680,1531,0.2582,5.02,566,13.57,0.3697,20,49242,7526.4,6.54,5929
C2731,5,1,1,3,2,51,3640,432,0.0678,8.43,119,30.59,0.2755,24,13566,3494.4,3.88,6371
C6433,2,3,2,5,4,183,7380,1788,0.4158,4.13,43,171.63,0.024,28,6794,7453.8,0.91,4300
C8255,4,3,1,1,2,323,3440,137,0.0199,25.11,72,47.78,0.5255,27,8064,3612.0,2.23,6884
C1268,5,4,1,3,5,263,7760,485,0.2418,16.0,312,24.87,0.6433,20,24024,7992.8,3.01,2005
C5077,5,4,1,1,4,6,8930,1732,0.3702,5.16,244,36.6,0.1409,21,30256,8572.8,3.53,4678
C4648,1,2,2,2,2,76,9470,1397,0.2902,6.78,1289,7.35,0.9227,30,250066,9470.0,26.41,4813
C2466,2,3,3,3,3,223,2180,272,0.0774,8.01,169,12.9,0.6213,24,10985,2092.8,5.25,3514
C6212,4,1,3,4,3,261,2220,292,0.0856,7.6,113,19.65,0.387,18,15707,2242.2,7.01,3411
C9010,4,4,3,5,4,42,4940,1190,0.1878,4.15,901,5.48,0.7571,9,109922,5137.6,21.4,6336
C5106,1,1,2,4,1,116,7730,1763,0.1908,4.38,899,8.6,0.5099,12,35960,7498.1,4.8,9240
C3994,1,2,1,5,5,168,7590,676,0.2502,11.23,64,118.59,0.0947,14,5632,7969.5,0.71,2701
C6538,4,4,2,4,2,242,6880,541,0.078,12.72,504,13.65,0.9316,17,74592,6742.4,11.06,6935
C2696,5,3,2,5,1,134,4010,421,0.0797,9.52,407,9.85,0.9667,16,39479,4130.3,9.56,5282
C2662,4,2,2,5,5,226,7540,901,0.174,8.37,24,314.17,0.0266,16,2400,7690.8,0.31,5178
C4282,1,4,2,4,3,126,5350,1110,0.8333,4.82,550,9.73,0.4955,26,50600,5136.0,9.85,1332
C3968,2,3,1,1,4,317,7540,1992,0.2542,3.79,1285,5.87,0.6451,30,223590,7389.2,30.26,7836
C2176,5,3,1,3,1,321,2050,578,0.0831,3.55,321,6.39,0.5554,19,37236,1968.0,18.92,6955
C6493,3,1,1,2,5,184,5640,1202,0.2997,4.69,1045,5.4,0.8694,18,199595,5640.0,35.39,4010
C1526,3,1,2,4,4,69,2370,1176,0.1668,2.02,908,2.61,0.7721,27,83536,2441.1,34.22,7050
C5357,4,4,1,2,2,23,7650,209,0.0249,36.6,33,231.82,0.1579,11,4851,7420.5,0.65,8393
C7147,5,1,3,1,2,169,9670,1548,0.197,6.25,368,26.28,0.2377,21,72864,9186.5,7.93,7857
C1755,3,1,3,3,1,280,7350,595,0.0749,12.35,413,17.8,0.6941,29,58233,7203.0,8.08,7943
C5315,5,2,3,4,1,86,7820,1902,0.2032,4.11,355,22.03,0.1866,13,42955,7585.4,5.66,9360
C1955,5,2,2,4,2,122,3640,364,0.0795,10.0,325,11.2,0.8929,19,33800,3494.4,9.67,4578
C2099,4,3,3,1,5,290,9920,1498,0.4889,6.62,598,16.59,0.3992,11,99268,9920.0,10.01,3064
C9787,2,1,3,3,5,56,5050,1300,0.1532,3.88,585,8.63,0.45,8,111735,5201.5,21.48,8485
C9991,5,4,3,1,3,44,8440,1598,0.1716,5.28,423,19.95,0.2647,10,69372,8524.4,8.14,9312
C1249,3,4,2,3,1,188,7220,1447,0.3421,4.99,176,41.02,0.1216,21,13728,6931.2,1.98,4229
C3289,4,4,2,3,3,130,5430,438,0.0575,12.4,289,18.79,0.6598,22,49708,5212.8,9.54,7617
C3249,4,1,3,4,3,150,7740,1770,0.9214,4.37,619,12.5,0.3497,25,34045,7430.4,4.58,1920
C6980,4,3,2,1,5,171,6090,509,0.113,11.96,142,42.89,0.279,9,13774,6394.5,2.15,4504
C2751,1,1,2,5,1,30,2390,571,0.1271,4.19,61,39.18,0.1068,23,3477,2366.1,1.47,4492
C6646,2,1,3,5,2,206,8900,1585,0.6915,5.62,1065,8.36,0.6719,28,208740,8900.0,23.45,2292
C2838,3,3,3,1,5,61,2080,1653,0.6981,1.26,166,12.53,0.1004,14,31706,2100.8,15.09,2367
C1202,5,1,3,2,1,216,4960,1847,0.4136,2.69,1270,3.91,0.6876,27,67310,5009.6,13.44,4465
C6554,4,2,2,1,5,252,4270,1318,0.5422,3.24,1225,3.49,0.9294,11,180075,4355.4,41.35,2430
C6282,3,2,1,3,1,141,4160,1619,0.355,2.57,253,16.44,0.1563,13,50600,4160.0,12.16,4560
C3287,4,3,2,5,2,31,5350,822,0.1814,6.51,759,7.05,0.9234,26,115368,5243.0,22.0,4531
C3336,1,1,3,5,2,165,9310,613,0.0633,15.19,552,16.87,0.9005,13,105984,9030.7,11.74,9684
C2203,4,3,2,5,4,322,8220,1234,0.2241,6.66,281,29.25,0.2277,10,22761,8548.8,2.66,5506
C5305,2,4,3,3,5,220,2510,1038,0.1915,2.42,816,3.08,0.7861,29,121584,2510.0,48.44,5420
C5375,2,4,2,3,2,12,5350,1756,0.5388,3.05,624,8.57,0.3554,22,28080,5510.5,5.1,3259
C6556,3,2,1,2,5,116,4380,1689,0.329,2.59,543,8.07,0.3215,18,86880,4292.4,20.24,5133
C5378,5,1,2,3,5,101,9670,644,0.0685,15.02,335,28.87,0.5202,16,35510,9379.9,3.79,9401
C8714,5,1,1,5,5,89,6760,1000,0.3929,6.76,452,14.96,0.452,13,13560,6557.2,2.07,2545
C2782,3,3,3,3,1,25,2150,333,0.0922,6.46,313,6.87,0.9399,18,36621,2064.0,17.74,3611
C1809,5,2,3,4,5,4,3980,574,0.1132,6.93,96,41.46,0.1672,22,15168,4139.2,3.66,5070
C5763,1,1,3,4,2,98,8430,1685,0.3692,5.0,902,9.35,0.5353,7,62238,8261.4,7.53,4563
C6911,4,4,2,1,2,230,4150,472,0.1196,8.79,225,18.44,0.4767,7,27450,4274.5,6.42,3946
C4570,4,1,3,5,5,15,4530,467,0.282,9.7,44,102.95,0.0942,9,6556,4394.1,1.49,1656
C8939,3,2,2,1,5,241,3640,199,0.0356,18.29,127,28.66,0.6382,14,4445,3530.8,1.26,5589
C9017,1,4,3,5,4,87,9430,1906,0.3258,4.95,798,11.82,0.4187,22,75012,9807.2,7.65,5850
C3559,3,4,2,1,3,286,6920,1450,0.671,4.77,1115,6.21,0.769,26,81395,6850.8,11.88,2160
C2586,2,4,3,4,5,151,8550,619,0.0797,13.81,89,96.07,0.1438,20,8277,8464.5,0.98,7766
C8329,5,2,2,4,4,26,3580,1171,0.6761,3.06,699,5.12,0.5969,27,51027,3580.0,14.25,1731
C2140,4,2,2,4,3,41,3960,1307,0.2528,3.03,1041,3.8,0.7965,26,200913,3841.2,52.3,5170
C3666,3,3,2,4,4,237,6110,1969,0.3327,3.1,557,10.97,0.2829,25,90234,6415.5,14.06,5918
C5211,4,2,1,3,1,245,4160,352,0.0619,11.82,44,94.55,0.125,27,3784,4201.6,0.9,5686
C3270,3,2,2,2,4,11,2320,1096,0.6841,2.12,914,2.54,0.8339,13,77690,2250.4,34.52,1602
C7625,5,2,1,5,1,301,7680,1684,0.2532,4.56,321,23.93,0.1906,24,35310,7910.4,4.46,6650
C4187,2,4,3,1,4,38,7960,453,0.1515,17.57,343,23.21,0.7572,8,41160,8358.0,4.92,2990
C1613,1,3,3,3,2,72,6150,681,0.1637,9.03,314,19.59,0.4611,18,27632,5842.5,4.73,4160
C7767,3,4,2,5,5,257,8580,1797,0.2305,4.77,258,33.26,0.1436,17,38700,8837.4,4.38,7796
C4627,5,3,1,4,2,69,3600,1263,0.2753,2.85,920,3.91,0.7284,9,103960,3672.0,28.31,4587
C5910,5,4,3,4,2,71,7160,293,0.2169,24.44,291,24.6,0.9932,17,49179,7374.8,6.67,1350
C2193,2,2,1,5,5,166,7990,219,0.0355,36.48,214,37.34,0.9772,8,28034,7910.1,3.54,6169
C3002,2,3,1,4,3,241,7530,696,0.131,10.82,292,25.79,0.4195,30,19856,7379.4,2.69,5312
C1714,1,1,2,4,4,312,3890,72,0.017,54.03,62,62.74,0.8611,15,9114,3773.3,2.42,4235
C3181,2,2,3,5,2,16,2290,1707,0.8242,1.34,1372,1.67,0.8037,10,223636,2381.6,93.9,2071
C3848,5,4,3,5,2,135,8440,607,0.1262,13.9,407,20.74,0.6705,22,32560,8440.0,3.86,4809
C3617,2,2,1,1,3,213,9460,654,0.1244,14.46,177,53.45,0.2706,25,22656,9838.4,2.3,5257
C3628,4,2,2,5,2,199,8500,1283,0.4722,6.63,486,17.49,0.3788,18,39366,8160.0,4.82,2717
C5194,2,3,3,2,2,329,9170,842,0.5946,10.89,776,11.82,0.9216,24,97000,9078.3,10.68,1416
C6303,4,4,3,3,1,7,5130,795,0.1424,6.45,732,7.01,0.9208,19,125904,4924.8,25.57,5582
C9923,3,1,1,5,2,71,2280,1262,0.4507,1.81,1048,2.18,0.8304,8,143576,2280.0,62.97,2800
C7305,1,1,1,3,3,85,2530,452,0.0932,5.6,433,5.84,0.958,25,52826,2454.1,21.53,4849
C5101,1,3,1,3,4,78,2950,1392,0.8561,2.12,811,3.64,0.5826,29,90021,2891.0,31.14,1625
C5380,2,3,1,4,2,19,3340,1333,0.5452,2.51,35,95.43,0.0263,26,5985,3306.6,1.81,2444
C3881,1,3,3,3,4,19,3440,68,0.0091,50.59,47,73.19,0.6912,25,1833,3405.6,0.54,7472
C9517,5,3,3,2,1,82,9290,1266,0.6349,7.34,612,15.18,0.4834,20,94860,8825.5,10.75,1994
C9729,2,3,2,4,1,195,7620,1704,0.351,4.47,385,19.79,0.2259,23,27335,7696.2,3.55,4854
C1166,2,3,1,1,5,124,6090,652,0.1578,9.34,13,468.46,0.0199,17,1170,6090.0,0.19,4131
C2125,1,2,2,1,1,175,6060,515,0.0824,11.77,71,85.35,0.1379,14,12851,5757.0,2.23,6250
C1322,2,2,2,1,4,74,6520,1798,0.3926,3.63,1391,4.69,0.7736,11,141882,6780.8,20.92,4579
C2527,4,2,2,3,1,27,6750,682,0.1256,9.9,451,14.97,0.6613,10,16687,6817.5,2.45,5429
C3307,2,1,1,2,3,11,4270,83,0.0662,51.45,43,99.3,0.5181,23,4859,4312.7,1.13,1253
C7981,1,1,2,1,1,70,9140,788,0.1477,11.6,167,54.73,0.2119,13,17368,9414.2,1.84,5335
C9712,3,2,3,5,4,154,7900,593,0.1857,13.32,120,65.83,0.2024,10,5640,8216.0,0.69,3193
C2659,5,3,1,4,4,194,9790,1658,0.9793,5.9,833,11.75,0.5024,10,161602,10279.5,15.72,1693
C1416,4,1,3,3,4,213,7770,206,0.0261,37.72,192,40.47,0.932,12,13632,7536.9,1.81,7892
C7312,5,4,3,1,3,200,4300,373,0.0814,11.53,249,17.27,0.6676,10,29880,4085.0,7.31,4582
C4863,1,4,3,3,1,303,5420,156,0.018,34.74,30,180.67,0.1923,29,5880,5311.6,1.11,8666
C5915,1,2,2,4,3,299,7140,1346,0.1769,5.3,854,8.36,0.6345,17,43554,6783.0,6.42,7608
C2755,4,4,2,2,5,13,6430,803,0.0987,8.01,300,21.43,0.3736,12,60000,6301.4,9.52,8135
C3274,2,3,1,1,4,163,4190,143,0.0174,29.3,15,279.33,0.1049,26,1485,4273.8,0.35,8218
C9336,3,4,3,1,4,9,8920,877,0.1751,10.17,659,13.54,0.7514,29,83693,8741.6,9.57,5008
C7706,1,2,3,1,4,13,8280,301,0.2155,27.51,137,60.44,0.4551,14,6713,8445.6,0.79,1396
C5506,1,4,3,2,3,177,9120,73,0.0087,124.93,71,128.45,0.9726,13,7739,8664.0,0.89,8390
C9504,2,4,2,2,1,41,8420,1632,0.2896,5.16,565,14.9,0.3462,16,79100,8672.6,9.12,5635
C7424,4,2,2,5,3,253,9830,907,0.277,10.84,761,12.92,0.839,16,110345,9338.5,11.82,3274
C3850,3,3,3,5,2,32,4470,393,0.0607,11.37,372,12.02,0.9466,28,41292,4470.0,9.24,6474
C2037,1,4,2,1,5,182,7260,376,0.0386,19.31,281,25.84,0.7473,23,50580,7405.2,6.83,9740
C3898,1,4,3,1,3,61,6920,919,0.1401,7.53,538,12.86,0.5854,11,98992,7196.8,13.76,6559
C8132,4,1,1,3,4,251,7730,617,0.0826,12.53,487,15.87,0.7893,21,45291,7575.4,5.98,7469
C6970,2,2,1,2,4,187,2320,1150,0.1631,2.02,626,3.71,0.5443,13,71364,2412.8,29.58,7050
C1346,2,3,3,1,2,185,9680,1908,0.2538,5.07,1276,7.59,0.6688,21,81664,9486.4,8.61,7517
C4931,3,3,3,4,3,320,3620,1212,0.1299,2.99,943,3.84,0.7781,16,62238,3656.2,17.02,9330
C7542,4,3,2,2,2,51,5450,1763,0.1996,3.09,1006,5.42,0.5706,29,140840,5395.5,26.1,8832
C9122,2,4,3,5,5,332,2830,1522,0.1729,1.86,818,3.46,0.5375,20,141514,2971.5,47.62,8802
C9824,1,4,3,5,5,280,4120,506,0.3452,8.14,158,26.08,0.3123,30,21646,4243.6,5.1,1465
C7655,1,3,1,2,2,215,3940,899,0.1384,4.38,864,4.56,0.9611,29,47520,4137.0,11.49,6495
C4386,5,3,3,4,4,112,4640,1763,1.0463,2.63,238,19.5,0.135,27,28798,4547.2,6.33,1684
C6062,1,4,3,1,3,74,3080,1435,0.4814,2.15,1257,2.45,0.876,10,248886,2987.6,83.31,2980
C1696,3,3,1,4,1,131,9870,121,0.0135,81.57,47,210.0,0.3884,20,6439,9968.7,0.65,8962
C6702,5,4,3,2,4,244,2770,204,0.0296,13.58,93,29.78,0.4559,8,4278,2880.8,1.49,6891
C9503,1,1,3,2,1,274,5380,1970,0.2074,2.73,954,5.64,0.4843,17,74412,5272.4,14.11,9498
C4579,4,3,2,2,2,46,7460,1720,1.7183,4.34,749,9.96,0.4355,24,36701,7833.0,4.69,1000
C6148,4,4,2,5,5,293,3750,340,0.2484,11.03,304,12.34,0.8941,14,49552,3637.5,13.62,1368
C5460,5,3,2,1,3,94,4860,1025,0.1701,4.74,166,29.28,0.162,14,27888,4860.0,5.74,6025
C5405,1,1,1,3,4,250,3970,228,0.0443,17.41,142,27.96,0.6228,24,13774,3850.9,3.58,5146
C7002,3,4,1,1,2,92,8010,1321,0.4913,6.06,627,12.78,0.4746,30,100947,8330.4,12.12,2688
C8749,2,4,2,5,1,196,4320,448,0.055,9.64,233,18.54,0.5201,22,15145,4320.0,3.51,8145
C1159,1,3,1,5,1,232,7120,1240,0.2158,5.74,648,10.99,0.5226,24,31104,7404.8,4.2,5746
C3330,4,3,2,1,2,190,5340,1364,0.1475,3.91,1323,4.04,0.9699,14,218295,5340.0,40.88,9247
C3773,4,4,1,4,2,93,9740,401,0.0407,24.29,322,30.25,0.803,23,13524,10227.0,1.32,9852
C7803,3,4,3,4,3,190,2950,775,0.1823,3.81,245,12.04,0.3161,27,37240,2979.5,12.5,4251
C2258,3,4,2,2,3,309,9350,1936,0.4211,4.83,1503,6.22,0.7763,26,129258,9069.5,14.25,4597
C6999,4,2,3,5,3,199,5400,1824,0.8736,2.96,898,6.01,0.4923,23,124822,5184.0,24.08,2087
C4133,3,2,3,4,4,324,3060,1142,0.1352,2.68,858,3.57,0.7513,23,94380,2907.0,32.47,8446
C4395,4,4,3,5,1,129,8860,228,0.026,38.86,131,67.63,0.5746,15,9694,8948.6,1.08,8769
C5301,2,1,2,1,4,185,4420,976,0.3232,4.53,225,19.64,0.2305,20,43200,4420.0,9.77,3019
C8608,2,1,3,5,2,219,4230,1419,0.2083,2.98,1356,3.12,0.9556,12,178992,4356.9,41.08,6812
C2080,5,2,3,3,1,234,9490,555,0.1774,17.1,21,451.9,0.0378,12,1953,9869.6,0.2,3128
C4466,1,2,2,4,1,89,6710,1477,0.3872,4.54,1001,6.7,0.6777,22,87087,6844.2,12.72,3814
C5467,4,1,2,2,2,96,2290,1227,0.1705,1.87,500,4.58,0.4075,28,24500,2404.5,10.19,7196
C8284,2,2,1,2,3,2,9860,1494,0.2037,6.6,749,13.16,0.5013,27,131075,9860.0,13.29,7334
C4909,2,3,2,4,5,56,8120,1580,0.3446,5.14,30,270.67,0.019,27,2490,7795.2,0.32,4585
C6513,3,3,3,5,3,284,5630,1788,0.1933,3.15,1196,4.71,0.6689,16,232024,5686.3,40.8,9249
C7199,4,1,2,2,1,67,6590,1888,0.2803,3.49,723,9.11,0.3829,8,73746,6260.5,11.78,6735
C5781,5,2,1,4,4,297,4790,999,0.2408,4.79,417,11.49,0.4174,28,80481,4981.6,16.16,4148
C4414,4,3,2,2,2,36,8220,1629,1.0376,5.05,321,25.61,0.1971,9,40446,8384.4,4.82,1569
C8092,5,2,3,5,4,305,4310,689,0.1186,6.26,576,7.48,0.836,30,46080,4137.6,11.14,5809
C3515,4,4,3,1,3,149,3990,1876,0.3705,2.13,1474,2.71,0.7857,12,241736,4029.9,59.99,5063
C1302,1,2,3,4,3,136,8000,952,0.3066,8.4,610,13.11,0.6408,18,97600,8080.0,12.08,3105
C3038,1,4,2,3,1,170,8610,844,0.1056,10.2,65,132.46,0.077,14,10855,8351.7,1.3,7992
C1172,3,1,2,4,2,99,9560,1347,0.2986,7.1,320,29.88,0.2376,18,29760,9368.8,3.18,4511
C4068,2,1,2,4,5,148,3420,546,0.0574,6.26,312,10.96,0.5714,12,19344,3420.0,5.66,9512
C9608,4,2,3,4,5,191,2960,1676,0.1995,1.77,251,11.79,0.1498,15,47188,2989.6,15.78,8401
C5732,2,3,2,5,1,109,2910,673,0.1908,4.32,657,4.43,0.9762,25,30879,2851.8,10.83,3527
C3443,4,4,2,1,5,253,8680,1857,0.363,4.67,1752,4.95,0.9435,17,129648,9114.0,14.23,5115
C5953,3,2,3,1,2,192,9000,1338,0.2519,6.73,877,10.26,0.6555,29,31572,9360.0,3.37,5311
C6631,4,2,3,2,3,36,9410,1915,0.2125,4.91,1209,7.78,0.6313,28,163215,9033.6,18.07,9011
C7633,4,2,1,1,5,183,2940,1192,0.1921,2.47,681,4.32,0.5713,12,82401,2793.0,29.5,6205
C5159,1,4,2,3,4,36,4350,724,0.0944,6.01,114,38.16,0.1575,10,14250,4567.5,3.12,7669
C9450,1,3,3,4,5,211,2970,1937,0.2312,1.53,847,3.51,0.4373,16,69454,3118.5,22.27,8378
C3621,2,4,3,4,4,243,6180,905,0.1009,6.83,369,16.75,0.4077,11,46125,6303.6,7.32,8969
C3313,4,1,3,3,1,160,5360,857,0.7388,6.25,509,10.53,0.5939,17,86530,5252.8,16.47,1159
C2304,5,4,1,1,4,51,8380,1321,0.2309,6.34,787,10.65,0.5958,21,110180,8463.8,13.02,5721
C1496,3,4,3,3,4,61,3620,314,0.0371,11.53,238,15.21,0.758,16,21420,3692.4,5.8,8463
C5301,5,4,2,3,5,162,8220,1562,0.2432,5.26,1366,6.02,0.8745,9,132502,7973.4,16.62,6422
C6000,1,1,1,3,4,106,7460,692,0.0731,10.78,553,13.49,0.7991,18,74102,7236.2,10.24,9466
C4513,3,3,1,2,1,94,2270,1083,0.36,2.1,672,3.38,0.6205,7,60480,2360.8,25.62,3008
C9316,3,4,1,5,1,271,3980,1707,0.5331,2.33,1675,2.38,0.9813,21,108875,4139.2,26.3,3202
C9282,5,1,1,3,2,12,4220,386,0.1051,10.93,28,150.71,0.0725,18,1736,4220.0,0.41,3672
C2129,5,4,1,4,2,51,2140,428,0.2129,5.0,47,45.53,0.1098,27,6486,2054.4,3.16,2010
C8897,4,3,3,5,5,7,2540,1546,0.1954,1.64,339,7.49,0.2193,11,18645,2514.6,7.41,7911
C6985,4,2,3,1,1,314,4760,1175,0.1654,4.05,124,38.39,0.1055,20,12648,4760.0,2.66,7103
C9929,2,3,3,2,3,49,9260,781,0.0837,11.86,391,23.68,0.5006,10,15640,9352.6,1.67,9330
C7271,4,1,3,1,2,177,7140,1989,1.1477,3.59,121,59.01,0.0608,19,12705,6854.4,1.85,1733
C1337,2,2,1,2,2,301,3900,274,0.0567,14.23,67,58.21,0.2445,17,5360,3783.0,1.42,4832
C7277,3,1,3,3,3,10,2220,822,0.1075,2.7,685,3.24,0.8333,21,56855,2220.0,25.61,7646
C4867,5,2,3,1,5,256,7890,1692,0.2423,4.66,1002,7.87,0.5922,26,190380,7890.0,24.13,6983
C1530,2,1,2,5,4,224,8300,1784,0.1886,4.65,1495,5.55,0.838,24,198835,8466.0,23.49,9459
C3244,1,2,2,1,5,255,8720,1076,0.3021,8.1,1055,8.27,0.9805,9,200450,8720.0,22.99,3561
C9116,1,4,1,5,1,269,6960,1937,0.2914,3.59,1264,5.51,0.6526,22,44240,7168.8,6.17,6647
C4858,5,3,2,2,5,320,8110,811,0.291,10.0,471,17.22,0.5808,15,44745,8353.3,5.36,2786
C9627,1,3,3,5,5,55,6950,1466,0.2378,4.74,264,26.33,0.1801,22,12144,7089.0,1.71,6164
C4595,5,3,2,2,5,223,4540,1797,0.2351,2.53,1135,4.0,0.6316,26,143010,4403.8,32.47,7643
C3279,4,2,3,2,3,135,6780,567,0.1181,11.96,553,12.26,0.9753,27,48664,6983.4,6.97,4801
C4107,2,1,1,4,3,157,8580,182,0.032,47.14,130,66.0,0.7143,11,12480,8665.8,1.44,5687
C5074,2,3,2,3,3,232,4060,146,0.0285,27.81,88,46.14,0.6027,27,15312,4019.4,3.81,5122
C9572,4,1,1,2,2,203,8940,1995,0.4019,4.48,1469,6.09,0.7363,7,89609,8671.8,10.33,4963
C5777,3,1,2,2,5,66,3480,543,0.1302,6.41,384,9.06,0.7072,19,15360,3584.4,4.29,4170
C3335,1,2,3,4,1,314,4570,1072,0.1265,4.26,496,9.21,0.4627,12,86304,4661.4,18.51,8474
